District_name,Transaction_count,Transaction_amount,Quater,Year,State
solan,2640011,3757890500.196965,4,2021,himachal-pradesh
kangra,2130139,3830143759.599303,4,2021,himachal-pradesh
mandi,1092862,2082662004.4459345,4,2021,himachal-pradesh
kullu,1078809,2242410725.9330144,4,2021,himachal-pradesh
una,1048351,1936766072.2652125,4,2021,himachal-pradesh
sirmaur,847647,1363383254.3950417,4,2021,himachal-pradesh
hamirpur,717321,1262408331.5777433,4,2021,himachal-pradesh
chamba,507614,926400609.5746634,4,2021,himachal-pradesh
bilaspur,430870,844889571.9622381,4,2021,himachal-pradesh
shimla,4441906,7362840550.605638,1,2022,himachal-pradesh
solan,2993489,3959375876.0297637,1,2022,himachal-pradesh
kangra,2261593,3907092916.026638,1,2022,himachal-pradesh
mandi,1201568,2151083001.502331,1,2022,himachal-pradesh
una,1164923,2030776988.6375246,1,2022,himachal-pradesh
kullu,1100232,2108742823.1394384,1,2022,himachal-pradesh
sirmaur,962227,1517999108.5303912,1,2022,himachal-pradesh
hamirpur,751389,1264679768.7344947,1,2022,himachal-pradesh
chamba,544135,943937757.078062,1,2022,himachal-pradesh
bilaspur,472169,885425010.4453132,1,2022,himachal-pradesh
shimla,5875215,9396933042.155468,2,2022,himachal-pradesh
solan,3773789,4536385240.154757,2,2022,himachal-pradesh
kangra,2984544,4846014285.107853,2,2022,himachal-pradesh
kullu,1646598,3292385543.331986,2,2022,himachal-pradesh
mandi,1587222,2699997310.198592,2,2022,himachal-pradesh
una,1526243,2532127305.66458,2,2022,himachal-pradesh
sirmaur,1196118,1742899000.9373982,2,2022,himachal-pradesh
hamirpur,1002506,1538456707.4950671,2,2022,himachal-pradesh
chamba,727701,1229468817.252565,2,2022,himachal-pradesh
bilaspur,597379,1083546519.8422945,2,2022,himachal-pradesh
shimla,8892834,13349267759.063,3,2022,himachal-pradesh
solan,4064523,4837968887.089856,3,2022,himachal-pradesh
kangra,3342842,5121570350.61087,3,2022,himachal-pradesh
mandi,1666670,2648674300.7818365,3,2022,himachal-pradesh
chamba,1270412,1872267055.918766,3,2022,himachal-pradesh
sirmaur,1266132,1769419418.4413247,3,2022,himachal-pradesh
una,1233226,1928978517.8009784,3,2022,himachal-pradesh
kullu,1202861,2235782785.3480353,3,2022,himachal-pradesh
bilaspur,936750,1447420350.6150799,3,2022,himachal-pradesh
hamirpur,934529,1398047775.1680303,3,2022,himachal-pradesh
shimla,9603309,14161042549.708815,4,2022,himachal-pradesh
kangra,4885938,7430861889.061211,4,2022,himachal-pradesh
solan,4436709,5065290891.534374,4,2022,himachal-pradesh
kullu,2047414,3429997134.811536,4,2022,himachal-pradesh
mandi,1994054,3034367986.1615605,4,2022,himachal-pradesh
sirmaur,1454224,1991999745.9575925,4,2022,himachal-pradesh
una,1173607,1902311205.0838988,4,2022,himachal-pradesh
hamirpur,1161191,1732021206.6974392,4,2022,himachal-pradesh
chamba,831315,1292196671.856883,4,2022,himachal-pradesh
bilaspur,622642,1042618597.1158305,4,2022,himachal-pradesh
poonch,398963,509120439.3079825,1,2018,jammu-&-kashmir
baramulla,83775,44215018.00395158,1,2018,jammu-&-kashmir
jammu,81381,127452979.35873458,1,2018,jammu-&-kashmir
anantnag,64478,24885721.231939793,1,2018,jammu-&-kashmir
budgam,50748,36218453.70685134,1,2018,jammu-&-kashmir
srinagar,47285,62676256.75828372,1,2018,jammu-&-kashmir
bandipore,38208,11885513.905010344,1,2018,jammu-&-kashmir
pulwama,35793,24777476.308443584,1,2018,jammu-&-kashmir
kulgam,23587,9213671.326669723,1,2018,jammu-&-kashmir
ganderbal,20571,9107649.670974826,1,2018,jammu-&-kashmir
poonch,891298,1627868128.4895806,2,2018,jammu-&-kashmir
baramulla,188100,100055918.36977984,2,2018,jammu-&-kashmir
jammu,112434,232232787.92328903,2,2018,jammu-&-kashmir
srinagar,92244,140893315.71476018,2,2018,jammu-&-kashmir
budgam,89823,77122240.27552341,2,2018,jammu-&-kashmir
anantnag,70838,43529509.03427214,2,2018,jammu-&-kashmir
bandipore,64888,26799256.945810575,2,2018,jammu-&-kashmir
pulwama,54034,53382825.78039837,2,2018,jammu-&-kashmir
ganderbal,41415,24295329.738405794,2,2018,jammu-&-kashmir
kulgam,30822,17711007.626695573,2,2018,jammu-&-kashmir
poonch,1189512,2093062576.1870332,3,2018,jammu-&-kashmir
baramulla,210619,195960360.05707502,3,2018,jammu-&-kashmir
srinagar,154314,270405876.71132636,3,2018,jammu-&-kashmir
jammu,145123,376452715.050717,3,2018,jammu-&-kashmir
bandipore,87129,60815662.86494814,3,2018,jammu-&-kashmir
budgam,74691,120545227.15939458,3,2018,jammu-&-kashmir
anantnag,69967,95642801.11475599,3,2018,jammu-&-kashmir
pulwama,65491,93861999.52986418,3,2018,jammu-&-kashmir
ganderbal,52136,55650497.72050136,3,2018,jammu-&-kashmir
udhampur,37014,92258254.83476217,3,2018,jammu-&-kashmir
poonch,1642053,2992752160.889104,4,2018,jammu-&-kashmir
jammu,226829,670989049.2596997,4,2018,jammu-&-kashmir
srinagar,144970,329216330.48735344,4,2018,jammu-&-kashmir
baramulla,109702,212164676.56823462,4,2018,jammu-&-kashmir
anantnag,79193,110778790.88365649,4,2018,jammu-&-kashmir
budgam,75940,175490225.93721515,4,2018,jammu-&-kashmir
kathua,50640,115344936.11363688,4,2018,jammu-&-kashmir
udhampur,50056,158443928.52744907,4,2018,jammu-&-kashmir
kupwara,46637,155148129.95113623,4,2018,jammu-&-kashmir
pulwama,43706,109777843.14790586,4,2018,jammu-&-kashmir
poonch,1923655,2702486522.9746447,1,2019,jammu-&-kashmir
jammu,336553,880021398.3075252,1,2019,jammu-&-kashmir
srinagar,310516,595281412.755115,1,2019,jammu-&-kashmir
baramulla,164873,235373167.04939288,1,2019,jammu-&-kashmir
budgam,141988,182507224.81175336,1,2019,jammu-&-kashmir
anantnag,92467,115882661.62980533,1,2019,jammu-&-kashmir
pulwama,73558,128624249.28698528,1,2019,jammu-&-kashmir
kathua,65843,123437204.57869422,1,2019,jammu-&-kashmir
kupwara,65813,158106446.71607158,1,2019,jammu-&-kashmir
kulgam,64816,58528128.30016053,1,2019,jammu-&-kashmir
srinagar,721517,1997435095.3858333,2,2019,jammu-&-kashmir
jammu,532412,1521238563.9344492,2,2019,jammu-&-kashmir
baramulla,150503,324305667.3040718,2,2019,jammu-&-kashmir
budgam,118107,244724342.9971184,2,2019,jammu-&-kashmir
anantnag,76968,176892916.91069663,2,2019,jammu-&-kashmir
kupwara,75719,231219527.2618152,2,2019,jammu-&-kashmir
pulwama,72486,192069086.39596564,2,2019,jammu-&-kashmir
udhampur,70405,212612443.68697757,2,2019,jammu-&-kashmir
kathua,62989,140667309.65092766,2,2019,jammu-&-kashmir
rajouri,59741,189339489.0274282,2,2019,jammu-&-kashmir
srinagar,329195,1391918063.9301224,3,2019,jammu-&-kashmir
jammu,275239,885413982.5256196,3,2019,jammu-&-kashmir
baramulla,55226,164311812.1144624,3,2019,jammu-&-kashmir
udhampur,43153,135163022.78214857,3,2019,jammu-&-kashmir
kathua,42083,90084615.95369668,3,2019,jammu-&-kashmir
budgam,41566,114191268.29962389,3,2019,jammu-&-kashmir
anantnag,39325,117282515.54028721,3,2019,jammu-&-kashmir
kupwara,35301,118625723.03167562,3,2019,jammu-&-kashmir
rajouri,34386,112169651.6625633,3,2019,jammu-&-kashmir
pulwama,33089,104266797.68078922,3,2019,jammu-&-kashmir
jammu,231238,928579096.2076488,4,2019,jammu-&-kashmir
srinagar,117133,474222741.4546555,4,2019,jammu-&-kashmir
kathua,28288,83151146.69576254,4,2019,jammu-&-kashmir
udhampur,22103,91344412.2796205,4,2019,jammu-&-kashmir
rajouri,15973,65942824.07004503,4,2019,jammu-&-kashmir
samba,14817,53713327.351715714,4,2019,jammu-&-kashmir
ramban,14088,49372161.63794071,4,2019,jammu-&-kashmir
reasi,12986,43788337.944249794,4,2019,jammu-&-kashmir
poonch,10130,37926598.592978455,4,2019,jammu-&-kashmir
baramulla,8345,30863315.57342449,4,2019,jammu-&-kashmir
jammu,363150,1275561405.7653875,1,2020,jammu-&-kashmir
srinagar,127979,474473029.57881373,1,2020,jammu-&-kashmir
kathua,48120,107171478.55933961,1,2020,jammu-&-kashmir
udhampur,45339,137536252.00526458,1,2020,jammu-&-kashmir
baramulla,38477,102651433.96810116,1,2020,jammu-&-kashmir
budgam,32991,95338551.2263335,1,2020,jammu-&-kashmir
samba,32933,90185246.22000371,1,2020,jammu-&-kashmir
kupwara,29357,87388063.94032452,1,2020,jammu-&-kashmir
rajouri,28561,88475364.88892928,1,2020,jammu-&-kashmir
pulwama,26598,76212175.43966158,1,2020,jammu-&-kashmir
jammu,819252,2746977181.9002085,2,2020,jammu-&-kashmir
srinagar,440808,1810806888.4362636,2,2020,jammu-&-kashmir
baramulla,139478,414666518.84516615,2,2020,jammu-&-kashmir
udhampur,127419,319173115.2814594,2,2020,jammu-&-kashmir
kathua,114835,227977779.90759307,2,2020,jammu-&-kashmir
kupwara,114772,359166698.8086049,2,2020,jammu-&-kashmir
budgam,112970,331830464.6882304,2,2020,jammu-&-kashmir
rajouri,104655,305656997.14551216,2,2020,jammu-&-kashmir
samba,92336,202733580.03466016,2,2020,jammu-&-kashmir
pulwama,85402,271480260.94137585,2,2020,jammu-&-kashmir
jammu,1266667,4876922229.442625,3,2020,jammu-&-kashmir
srinagar,461915,1879035426.8961873,3,2020,jammu-&-kashmir
baramulla,183583,580425624.3604748,3,2020,jammu-&-kashmir
kupwara,157369,516694658.1405348,3,2020,jammu-&-kashmir
udhampur,154296,445180791.55363184,3,2020,jammu-&-kashmir
budgam,148225,477023512.9076569,3,2020,jammu-&-kashmir
anantnag,128022,403569858.30771744,3,2020,jammu-&-kashmir
kathua,126283,311678208.3628339,3,2020,jammu-&-kashmir
rajouri,125973,413621357.5955142,3,2020,jammu-&-kashmir
pulwama,114833,372238070.39747894,3,2020,jammu-&-kashmir
jammu,1776840,5696308275.135366,4,2020,jammu-&-kashmir
srinagar,731076,2177635781.6444306,4,2020,jammu-&-kashmir
baramulla,412433,862594987.5778542,4,2020,jammu-&-kashmir
kupwara,303474,721320071.0437152,4,2020,jammu-&-kashmir
budgam,295461,692267475.7911439,4,2020,jammu-&-kashmir
anantnag,282499,514346950.95159316,4,2020,jammu-&-kashmir
udhampur,248906,646828971.36521,4,2020,jammu-&-kashmir
kathua,226360,463045666.1261913,4,2020,jammu-&-kashmir
pulwama,219731,551823991.7884357,4,2020,jammu-&-kashmir
rajouri,196713,567890456.5176736,4,2020,jammu-&-kashmir
jammu,2651223,7421535965.773877,1,2021,jammu-&-kashmir
srinagar,1027161,2568956545.461122,1,2021,jammu-&-kashmir
baramulla,410535,785025036.8822093,1,2021,jammu-&-kashmir
anantnag,317577,500687365.6142786,1,2021,jammu-&-kashmir
budgam,314969,629196655.3946896,1,2021,jammu-&-kashmir
kupwara,287414,651843634.7301381,1,2021,jammu-&-kashmir
udhampur,253788,659211752.0750571,1,2021,jammu-&-kashmir
kathua,245017,476737690.8982123,1,2021,jammu-&-kashmir
pulwama,230547,506298792.83870804,1,2021,jammu-&-kashmir
samba,201873,489544571.0195804,1,2021,jammu-&-kashmir
jammu,3793205,10159766998.570374,2,2021,jammu-&-kashmir
srinagar,1529261,3491629169.891506,2,2021,jammu-&-kashmir
baramulla,558737,966623715.8159673,2,2021,jammu-&-kashmir
anantnag,479956,717788809.3041894,2,2021,jammu-&-kashmir
budgam,450138,822332973.9248708,2,2021,jammu-&-kashmir
kupwara,408584,819478528.2209684,2,2021,jammu-&-kashmir
udhampur,361814,841569039.9908627,2,2021,jammu-&-kashmir
pulwama,332326,632761432.1392006,2,2021,jammu-&-kashmir
kathua,329534,635043868.1523829,2,2021,jammu-&-kashmir
samba,272944,627782719.5376384,2,2021,jammu-&-kashmir
jammu,5192026,13867943225.785107,3,2021,jammu-&-kashmir
srinagar,2196468,5510884597.059818,3,2021,jammu-&-kashmir
baramulla,647847,1285810267.7066154,3,2021,jammu-&-kashmir
anantnag,580106,938064508.2337394,3,2021,jammu-&-kashmir
budgam,545818,1112797675.6615355,3,2021,jammu-&-kashmir
kupwara,477130,1133802686.4410892,3,2021,jammu-&-kashmir
udhampur,476615,1090587535.866065,3,2021,jammu-&-kashmir
kathua,399722,762622103.9071403,3,2021,jammu-&-kashmir
pulwama,393629,826511580.0632427,3,2021,jammu-&-kashmir
samba,352992,822873576.4759533,3,2021,jammu-&-kashmir
jammu,6639541,16627649138.408905,4,2021,jammu-&-kashmir
srinagar,2900577,7232270069.006124,4,2021,jammu-&-kashmir
baramulla,787593,1567275687.193142,4,2021,jammu-&-kashmir
anantnag,683078,1035794983.473675,4,2021,jammu-&-kashmir
budgam,678080,1358477847.9462018,4,2021,jammu-&-kashmir
udhampur,621122,1409015376.0471456,4,2021,jammu-&-kashmir
kupwara,597802,1313830800.6467097,4,2021,jammu-&-kashmir
kathua,528207,1082468701.539606,4,2021,jammu-&-kashmir
samba,492079,1144805603.769711,4,2021,jammu-&-kashmir
pulwama,462342,988006961.9135485,4,2021,jammu-&-kashmir
jammu,5510056,11881749307.528316,1,2022,jammu-&-kashmir
srinagar,2743701,5949336258.494824,1,2022,jammu-&-kashmir
baramulla,877608,1607194898.3390286,1,2022,jammu-&-kashmir
udhampur,729905,1568037829.8497903,1,2022,jammu-&-kashmir
anantnag,728868,1032527025.5719062,1,2022,jammu-&-kashmir
budgam,718312,1319712135.4938064,1,2022,jammu-&-kashmir
kupwara,654488,1300783254.8105648,1,2022,jammu-&-kashmir
kathua,608852,1177353985.5858088,1,2022,jammu-&-kashmir
samba,588078,1229539785.5198188,1,2022,jammu-&-kashmir
pulwama,508605,1004677770.5886712,1,2022,jammu-&-kashmir
jammu,7441002,14880950856.224466,2,2022,jammu-&-kashmir
srinagar,4660647,9640282801.134441,2,2022,jammu-&-kashmir
baramulla,1226879,2154959862.6085277,2,2022,jammu-&-kashmir
anantnag,1214291,1884518051.065606,2,2022,jammu-&-kashmir
budgam,1052343,1977187447.21696,2,2022,jammu-&-kashmir
kupwara,975579,1819041252.88245,2,2022,jammu-&-kashmir
udhampur,947548,1877648827.461425,2,2022,jammu-&-kashmir
kathua,817009,1514113031.121934,2,2022,jammu-&-kashmir
pulwama,790442,1527002272.083313,2,2022,jammu-&-kashmir
samba,783532,1573110669.1012697,2,2022,jammu-&-kashmir
jammu,7526503,13607597636.170393,3,2022,jammu-&-kashmir
srinagar,2447805,4804161643.106109,3,2022,jammu-&-kashmir
baramulla,1311393,2203515919.7910256,3,2022,jammu-&-kashmir
anantnag,1263844,1939518538.6283112,3,2022,jammu-&-kashmir
budgam,1140418,1992489881.6152542,3,2022,jammu-&-kashmir
kupwara,1028821,1830706791.4213793,3,2022,jammu-&-kashmir
udhampur,997199,1863833971.9477148,3,2022,jammu-&-kashmir
pulwama,847472,1623093820.1695747,3,2022,jammu-&-kashmir
samba,842829,1581915447.7990084,3,2022,jammu-&-kashmir
kathua,834884,1473463666.339784,3,2022,jammu-&-kashmir
jammu,9213783,15674936388.296492,4,2022,jammu-&-kashmir
srinagar,3176470,5356773720.960181,4,2022,jammu-&-kashmir
baramulla,1599504,2370515820.01391,4,2022,jammu-&-kashmir
anantnag,1338553,1684090753.6075985,4,2022,jammu-&-kashmir
budgam,1306982,1932170615.544405,4,2022,jammu-&-kashmir
udhampur,1227109,2035000646.988761,4,2022,jammu-&-kashmir
kupwara,1219778,1804597459.1902237,4,2022,jammu-&-kashmir
kathua,1035799,1765328885.276795,4,2022,jammu-&-kashmir
samba,1025985,1822006887.441403,4,2022,jammu-&-kashmir
pulwama,963378,1594427876.0287037,4,2022,jammu-&-kashmir
ranchi,356622,434234048.4962647,1,2018,jharkhand
dhanbad,340878,271973005.2993548,1,2018,jharkhand
bokaro,263441,210067688.75698972,1,2018,jharkhand
east singhbhum,220276,257229540.65490007,1,2018,jharkhand
hazaribagh,150709,171297280.2361688,1,2018,jharkhand
giridih,131905,131409945.9448334,1,2018,jharkhand
ramgarh,97459,85844869.66475454,1,2018,jharkhand
palamu,84608,128141542.2688809,1,2018,jharkhand
saraikela kharsawan,83449,74573902.81878725,1,2018,jharkhand
deoghar,70058,91100585.73781538,1,2018,jharkhand
dhanbad,520547,503649314.0895539,2,2018,jharkhand
ranchi,501072,820976014.2247977,2,2018,jharkhand
bokaro,396119,398722258.97476417,2,2018,jharkhand
east singhbhum,323829,467008622.29054534,2,2018,jharkhand
hazaribagh,214298,371520189.2845477,2,2018,jharkhand
giridih,172783,267172044.8851918,2,2018,jharkhand
palamu,131021,325976624.8230643,2,2018,jharkhand
ramgarh,120655,173725383.96619216,2,2018,jharkhand
saraikela kharsawan,117686,128312051.58743984,2,2018,jharkhand
deoghar,96438,148363954.84218916,2,2018,jharkhand
dhanbad,2064271,1383326534.6497748,3,2018,jharkhand
bokaro,1606672,1103642100.617909,3,2018,jharkhand
ranchi,1040485,1373309866.0578432,3,2018,jharkhand
east singhbhum,716556,825516933.9712927,3,2018,jharkhand
hazaribagh,542701,663718370.6947035,3,2018,jharkhand
giridih,334079,457115389.39227813,3,2018,jharkhand
saraikela kharsawan,290800,265695487.6867497,3,2018,jharkhand
ramgarh,264474,310366602.6469911,3,2018,jharkhand
palamu,166304,405648506.51824975,3,2018,jharkhand
deoghar,152113,198908051.87959886,3,2018,jharkhand
dhanbad,1062585,1128043527.8329785,4,2018,jharkhand
ranchi,997887,1817673935.7006779,4,2018,jharkhand
bokaro,798913,898225421.2948879,4,2018,jharkhand
east singhbhum,616640,990453488.2225387,4,2018,jharkhand
hazaribagh,454790,843013094.1120856,4,2018,jharkhand
giridih,364032,575695972.035529,4,2018,jharkhand
ramgarh,245189,412829670.89178383,4,2018,jharkhand
saraikela kharsawan,242853,296733243.1740029,4,2018,jharkhand
palamu,234378,620094977.5658048,4,2018,jharkhand
deoghar,152383,236116834.01685226,4,2018,jharkhand
ranchi,1958897,3112736131.1203365,1,2019,jharkhand
dhanbad,1390250,1330543703.1307168,1,2019,jharkhand
bokaro,1074907,1046148508.9114575,1,2019,jharkhand
east singhbhum,909285,1244357275.145483,1,2019,jharkhand
hazaribagh,658381,1096533636.5584445,1,2019,jharkhand
giridih,540524,695057378.0180323,1,2019,jharkhand
saraikela kharsawan,395831,376316821.2155843,1,2019,jharkhand
ramgarh,349693,489903880.8153255,1,2019,jharkhand
palamu,336935,875063883.7575887,1,2019,jharkhand
koderma,206484,382615731.9092488,1,2019,jharkhand
ranchi,3147028,5924687357.225821,2,2019,jharkhand
dhanbad,1279110,1614589568.704862,2,2019,jharkhand
bokaro,1020185,1369272123.3242126,2,2019,jharkhand
east singhbhum,960100,1505995808.3759127,2,2019,jharkhand
hazaribagh,633673,1332857266.8961062,2,2019,jharkhand
giridih,447860,872870570.3762811,2,2019,jharkhand
ramgarh,331688,593592675.6244884,2,2019,jharkhand
palamu,330327,1046448701.3271729,2,2019,jharkhand
saraikela kharsawan,328153,412040653.5542741,2,2019,jharkhand
deoghar,216404,385121235.74762386,2,2019,jharkhand
ranchi,3924885,6987035689.115903,3,2019,jharkhand
dhanbad,2290227,1900631592.4346042,3,2019,jharkhand
bokaro,1738430,1613980827.143254,3,2019,jharkhand
east singhbhum,1439445,1863746509.1365323,3,2019,jharkhand
hazaribagh,917999,1501364416.6671972,3,2019,jharkhand
giridih,498118,876022719.9153262,3,2019,jharkhand
ramgarh,466086,666327597.117374,3,2019,jharkhand
saraikela kharsawan,436371,499189494.0970435,3,2019,jharkhand
palamu,408718,1090919704.3977737,3,2019,jharkhand
deoghar,344455,555613175.4677337,3,2019,jharkhand
ranchi,4962725,8766487755.261751,4,2019,jharkhand
